POA_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,26,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,10,5,9,0,0,0,38,27,68
POA6253,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,68,76,142,4,3,9,0,0,0,0,0,0,0,0,0,3,3,3,3,11,15,84,96,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,40,22,20,45,3,0,4,133,130,265
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,51,116,3,6,11,0,0,0,0,0,0,0,0,0,5,3,3,4,4,3,80,58,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,14,0,3,3,94,75,167
POA6255,0,0,0,21,0,23,0,0,0,0,0,0,4,0,4,514,488,998,22,47,72,14,0,14,6,0,6,5,0,9,21,10,31,25,33,62,635,579,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,95,83,177,88,121,208,11,12,21,833,793,1630
POA6256,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,54,60,120,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,78,65,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,53,5,6,15,3,3,6,121,94,213
POA6258,0,0,0,30,4,32,0,0,0,0,0,0,0,0,0,1070,956,2026,93,80,171,33,0,33,15,0,12,17,3,22,13,9,27,58,52,107,1330,1108,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,7,4,14,0,0,0,0,0,0,3,0,3,3,0,3,99,93,197,138,189,329,24,21,39,1611,1410,3016
POA6260,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,190,159,349,17,12,32,3,0,5,0,0,0,0,0,0,6,3,6,59,36,100,281,219,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,30,66,55,40,97,8,9,18,379,296,683
POA6262,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,79,81,161,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,9,18,101,93,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,54,22,21,41,7,0,6,157,140,298
POA6271,0,0,0,17,3,17,0,0,0,0,0,0,0,0,0,498,479,973,32,30,59,26,0,26,3,0,3,3,0,4,8,7,11,22,18,37,602,533,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,6,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,39,54,96,84,97,183,17,12,37,756,704,1452
POA6275,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,136,131,272,9,13,23,4,0,4,3,0,3,10,3,8,5,0,12,31,21,55,204,171,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,37,84,26,43,64,8,7,15,287,257,547
POA6280,3,0,3,164,21,188,0,0,0,0,0,3,12,7,19,4077,3858,7935,346,350,694,94,0,92,25,9,39,128,76,204,115,39,154,160,167,327,5125,4535,9656,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,4,0,0,3,8,0,8,10,3,16,58,24,78,68,27,96,0,0,0,4,0,4,5,0,9,9,0,14,248,411,661,659,785,1445,92,72,158,6208,5835,12039
POA6281,3,3,3,59,9,66,3,0,3,0,0,0,0,0,0,1140,986,2123,85,71,156,21,0,21,8,0,4,26,12,39,43,13,54,46,46,94,1434,1140,2566,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,13,7,20,18,11,30,0,0,0,3,0,3,0,0,0,4,0,4,107,196,308,211,243,452,20,26,44,1793,1607,3402
POA6282,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,201,169,363,11,14,21,5,0,5,7,0,7,3,0,3,5,0,6,16,11,28,254,194,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,56,90,41,43,79,3,4,8,330,295,632
POA6284,0,0,0,23,0,22,0,0,0,0,0,0,0,0,0,325,298,625,18,17,38,5,0,5,8,0,8,8,4,10,17,0,23,19,12,35,425,334,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,61,60,122,63,94,155,11,13,21,570,501,1067
POA6285,0,0,3,63,11,70,0,0,0,0,3,3,0,3,4,1455,1334,2789,102,110,206,22,0,26,9,0,9,45,31,77,57,14,68,101,99,204,1859,1608,3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,13,6,26,19,12,28,0,0,0,0,0,0,0,0,0,3,0,3,176,231,404,279,356,631,34,26,64,2375,2230,4604
POA6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,88,191,3,0,7,3,0,4,3,0,4,0,0,0,3,0,3,11,6,19,123,100,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,57,25,23,52,0,4,4,181,155,335
POA6288,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,73,69,137,4,3,6,0,0,0,3,3,3,0,0,0,4,8,11,23,8,28,104,91,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39,18,12,27,3,3,7,146,126,278
POA6290,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,163,162,323,11,21,31,3,0,3,5,0,5,3,3,9,8,6,11,21,14,36,219,205,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,20,26,44,54,59,116,4,5,5,309,302,608
POA6302,0,0,0,11,7,19,0,0,0,0,0,0,0,0,0,449,383,827,27,26,56,29,3,25,3,0,3,4,5,7,18,5,26,31,27,60,571,456,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,72,74,145,86,116,203,17,8,19,750,654,1407
POA6304,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,179,145,324,16,13,32,11,3,14,0,3,3,3,0,3,19,3,18,26,20,41,262,190,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,59,118,37,44,74,7,3,14,361,300,662
POA6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,97,196,11,0,15,10,0,10,3,0,3,0,0,0,8,3,6,27,18,46,151,127,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,52,33,90,16,20,38,8,4,15,233,188,421
POA6308,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,176,144,325,13,15,25,16,0,18,0,0,3,0,0,0,14,4,16,29,17,49,260,182,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,59,124,26,35,58,7,3,7,358,277,630
POA6309,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,32,23,55,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,7,41,29,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,18,5,4,4,4,0,4,61,42,100
POA6311,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,84,78,165,3,3,4,0,0,0,0,0,0,0,0,0,3,0,8,10,3,12,111,84,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,29,14,21,35,3,0,6,145,123,268
POA6312,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,700,622,1323,52,48,100,30,0,35,0,0,3,7,3,10,17,0,17,66,73,142,886,753,1636,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,38,57,97,87,98,189,24,15,38,1041,936,1979
POA6313,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,46,38,80,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,58,35,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,6,11,15,0,0,0,74,52,123
POA6315,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,246,229,478,12,15,23,16,0,13,0,0,0,4,0,4,11,5,12,40,31,66,332,282,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,47,54,101,25,43,74,8,4,6,423,387,808
POA6316,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,43,37,77,3,3,3,0,0,0,0,0,0,3,0,3,3,0,3,11,6,16,59,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,49,5,13,20,0,0,3,95,82,174
POA6317,0,0,0,25,10,30,0,0,0,0,0,0,0,3,7,671,493,1168,76,90,169,19,0,19,3,0,0,6,0,5,13,4,18,47,38,83,851,647,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,54,56,103,68,73,146,15,11,24,998,783,1780
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,66,133,9,0,5,4,0,4,0,0,0,0,0,0,3,0,3,11,3,13,97,75,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,46,10,12,23,3,0,3,138,104,243
POA6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,102,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,17,9,22,81,62,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,27,55,11,13,22,3,0,3,124,101,222
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,44,103,9,3,9,0,0,0,0,0,3,0,0,3,8,3,11,8,10,19,86,57,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,25,53,11,14,23,0,0,3,134,92,232
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45,3,0,3,3,0,3,0,0,0,0,0,0,4,0,6,0,5,3,33,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,23,7,6,10,0,0,3,54,43,102
POA6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,117,210,3,10,13,3,0,9,0,0,0,0,0,0,3,3,5,13,0,12,119,135,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,50,37,31,67,3,3,8,184,189,377
POA6324,0,0,0,13,3,17,0,0,0,0,0,0,0,0,0,485,387,877,43,36,81,13,0,13,4,0,3,6,0,6,8,10,15,47,37,84,610,481,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,89,66,153,88,100,187,11,6,19,803,657,1459
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,53,116,5,9,11,6,0,6,3,0,3,0,0,0,4,0,4,8,7,10,90,67,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,29,66,11,19,25,0,0,0,141,119,257
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,64,4,0,7,3,0,3,0,0,0,0,0,0,0,0,0,4,7,9,47,37,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,17,10,26,8,4,12,3,3,5,71,57,130
POA6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,30,96,3,4,9,3,0,5,0,0,0,0,0,0,3,0,3,10,7,18,84,45,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,56,13,11,27,3,3,9,126,89,215
POA6330,0,0,3,102,23,129,0,0,0,0,0,3,19,27,43,5731,5262,10994,416,466,887,126,5,130,66,18,84,98,33,126,105,31,134,211,198,409,6877,6070,12942,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,3,4,5,0,3,6,0,3,4,3,12,11,61,28,87,67,41,106,0,0,0,0,3,3,0,4,4,0,8,8,297,410,704,689,1000,1687,100,87,180,8030,7605,15635
POA6333,0,0,0,15,7,22,0,0,0,0,0,0,0,0,0,723,648,1368,34,54,91,9,0,6,8,3,9,8,5,15,17,6,27,76,64,140,892,786,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,11,3,15,0,0,0,0,0,0,0,0,0,3,0,3,160,139,300,148,188,342,14,16,31,1226,1143,2364
POA6335,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,138,82,221,4,7,15,8,0,8,0,0,0,0,0,0,7,0,9,27,14,38,193,113,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,31,6,16,24,3,0,6,209,150,360
POA6336,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,52,25,74,0,0,0,3,0,3,0,0,0,0,3,3,4,0,4,14,5,21,71,30,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,46,9,3,11,0,0,0,108,61,170
POA6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,59,149,3,7,14,3,0,3,0,0,0,0,0,0,4,3,7,20,7,27,118,78,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,30,25,57,10,19,25,0,0,3,166,118,286
POA6338,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,125,58,187,5,3,12,4,0,4,0,0,3,0,0,0,0,0,0,21,23,45,155,92,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,68,10,20,27,6,3,4,210,150,357
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,33,78,0,0,0,8,0,8,0,0,0,3,0,3,4,0,8,16,4,22,75,40,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,37,4,5,13,0,3,6,98,69,167
POA6343,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,31,13,46,5,0,3,4,0,5,0,0,0,0,0,0,5,0,5,7,9,20,51,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,41,4,8,15,5,0,5,82,47,131
POA6346,0,0,0,31,4,37,0,0,0,0,0,0,0,0,0,98,72,163,7,0,7,12,3,13,0,0,0,3,0,3,5,0,8,29,21,53,188,100,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,88,13,11,27,0,7,7,252,159,407
POA6348,0,0,0,33,6,39,0,0,0,0,0,0,0,0,0,92,69,162,11,8,14,7,0,7,0,0,0,0,0,0,3,0,3,7,14,18,147,98,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,24,21,41,3,0,4,184,127,311
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,62,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,12,11,22,52,37,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32,4,5,13,0,0,0,72,61,132
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,4,4,0,0,0,22,23,44
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,36,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,4,3,10,31,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,34,0,3,3,0,0,0,49,37,92
POA6353,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,139,88,223,3,9,11,17,0,17,3,0,3,0,0,5,3,0,5,22,22,43,192,117,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,80,14,20,37,0,5,10,247,180,435
POA6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,30,105,3,3,10,3,0,3,0,0,0,3,0,3,4,0,4,19,13,29,106,49,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,32,35,66,3,10,16,0,0,0,149,94,243
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,13,33,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,0,5,11,0,0,0,45,29,78
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,15,0,0,0,0,0,4,30,20,53
